"LGA","Rank","Cause_of_death","Deaths","Per_cent_of_all_causes","Crude_rate","Age-standardised_rate_(per_100,000)","Rate_ratio_(relative_to_all_of_Australia)"
"Central Goldfields",19,"Leukaemia (C91–C95)",11.760104,1.2835333,17.693065,NA,NA
"Central Goldfields",20,"Parkinson disease (G20)",11.756183,1.2831053,17.687165,NA,NA
"Central Goldfields",NA,"Top 20 leading causes",620.3928,67.711543,NA,NA,NA
"Central Goldfields",NA,"All causes",916.229,100,1378.4656,675.94087,1.3159179
"Colac Otway",1,"Coronary Heart Disease",110.95513,11.562563,100.92974,56.726991,1.0463506
"Colac Otway",2,"Lung Cancer",64.978885,6.7714078,59.107694,36.076621,1.315786
"Colac Otway",3,"Stroke / Cerebrovascular Disease",56.973606,5.9371828,51.825735,30.241264,1.0177862
"Colac Otway",4,"Dementia / Alzheimer's",51.986803,5.4175113,47.289517,25.310268,0.5952293
"Colac Otway",5,"Chronic Obstructive Pulmonary Disease",43.978885,4.5830113,40.005157,25.067114,1.1325004
"Colac Otway",6,"Colorectal Cancer",32.978885,3.4367084,29.999066,18.764598,1.1077478
"Colac Otway",7,"Heart Failure / Ill-defined Heart Disease",31.984164,3.3330491,29.094223,14.96604,1.4960781
"Colac Otway",8,"Accidental Falls",30.994721,3.22994,28.194182,16.619004,1.7153683
"Colac Otway",9,"Diabetes",27.994721,2.9173119,25.465248,15.068471,0.9641172
"Colac Otway",10,"Prostate Cancer",20.994721,2.1878464,19.097736,11.062712,1.0401994
"Colac Otway",11,"Kidney Failure",20.992082,2.1875713,19.095335,10.341817,1.4366882
"Colac Otway",12,"Unknown / Ill-defined Cancer",18.986803,1.9786025,17.271244,NA,NA
"Colac Otway",13,"Hypertensive Disease",17.997361,1.8754934,16.371203,NA,NA
"Colac Otway",14,"Breast Cancer",16.994721,1.771009,15.459157,NA,NA
"Colac Otway",15,"Other Ill-defined Causes",15.989442,1.6662495,14.544711,NA,NA
"Colac Otway",16,"Pancreatic Cancer",14.992082,1.5623152,13.637467,NA,NA
"Colac Otway",17,"Non-rheumatic valve disorders (I34–I38)",13.994721,1.4583809,12.730223,NA,NA
"Colac Otway",18,"Influenza / Pneumonia",13,1.3547216,11.82538,NA,NA
"Colac Otway",19,"Oesophageal cancer (C15)",11.992082,1.2496871,10.908533,NA,NA
"Colac Otway",20,"Cardiac Arrhythmias",10.997361,1.1460279,10.00369,NA,NA
"Colac Otway",NA,"Top 20 leading causes",629.75718,65.62659,NA,NA,NA
"Colac Otway",NA,"All causes",959.60673,100,872.90112,524.73063,1.0215427
"Corangamite",1,"Coronary Heart Disease",104.21679,12.053078,129.09018,71.163412,1.3126358
"Corangamite",2,"Dementia / Alzheimer's",60.721198,7.0226432,75.213507,37.228664,0.8755178
"Corangamite",3,"Lung Cancer",46.264043,5.3506169,57.305868,34.522645,1.2591094
"Corangamite",4,"Stroke / Cerebrovascular Disease",44.127427,5.1035089,54.659306,28.30558,0.9526397
"Corangamite",5,"Chronic Obstructive Pulmonary Disease",41.848654,4.8399599,51.836659,28.010392,1.265474
"Corangamite",6,"Diabetes",33.086211,3.8265493,40.982887,21.571988,1.3802279
"Corangamite",7,"Colorectal Cancer",32.958711,3.8118034,40.824956,22.873666,1.3503222
"Corangamite",8,"Breast Cancer",26.953192,3.1172417,33.386102,22.104502,2.1631476
"Corangamite",9,"Accidental Falls",24.058843,2.782499,29.800959,14.817862,1.5294594
"Corangamite",10,"Kidney Failure",21.967966,2.540681,27.211054,13.263713,1.8425988
"Corangamite",11,"Heart Failure / Ill-defined Heart Disease",20.20803,2.3371375,25.031075,12.768122,1.2763635
"Corangamite",12,"Prostate Cancer",18.985248,2.1957179,23.516451,NA,NA
"Corangamite",13,"Oesophageal cancer (C15)",17.061024,1.9731739,21.132973,NA,NA
"Corangamite",14,"Hypertensive Disease",17.008187,1.9670632,21.067526,NA,NA
"Corangamite",15,"Cardiac Arrhythmias",17.007097,1.966937,21.066175,NA,NA
"Corangamite",16,"Suicide",14.989654,1.7336119,18.56723,NA,NA
"Corangamite",17,"Unknown / Ill-defined Cancer",14.955535,1.7296659,18.524968,NA,NA
"Corangamite",18,"Pancreatic Cancer",14.137589,1.6350673,17.511803,NA,NA
"Corangamite",19,"Non-rheumatic valve disorders (I34–I38)",11.975019,1.3849576,14.833093,NA,NA
"Corangamite",20,"Parkinson disease (G20)",10.994665,1.2715759,13.618758,NA,NA
"Corangamite",NA,"Top 20 leading causes",593.52508,68.64349,NA,NA,NA
"Corangamite",NA,"All causes",864.64876,100,1071.0142,614.53101,1.1963655
"Darebin",1,"Coronary Heart Disease",605,11.515036,77.780392,56.604747,1.0440958
"Darebin",2,"Dementia / Alzheimer's",544,10.354016,69.938071,43.956716,1.0337434
"Darebin",3,"Stroke / Cerebrovascular Disease",253,4.8153788,32.526346,23.237469,0.7820697
"Darebin",4,"Lung Cancer",243,4.6250476,31.240719,27.545212,1.0046286
"Darebin",5,"Chronic Obstructive Pulmonary Disease",200,3.8066235,25.712526,20.026748,0.904783
"Darebin",6,"Diabetes",190,3.6162923,24.4269,17.769098,1.1369099
"Darebin",7,"Accidental Falls",175,3.3307956,22.49846,15.295607,1.5787709
"Darebin",8,"Colorectal Cancer",169,3.2165969,21.727085,17.879883,1.0555196
"Darebin",9,"Heart Failure / Ill-defined Heart Disease",138,2.6265702,17.741643,12.076124,1.207188
"Darebin",10,"Kidney Failure",118,2.2459079,15.17039,9.7215741,1.3505239
"Darebin",11,"Influenza / Pneumonia",115,2.1888085,14.784703,10.006923,1.1035892
"Darebin",12,"Pancreatic Cancer",97,1.8462124,12.470575,10.552606,1.0346505
"Darebin",13,"Breast Cancer",89,1.6939475,11.442074,9.6745388,0.9467509
"Darebin",14,"Prostate Cancer",86,1.6368481,11.056386,7.9306644,0.7457007
"Darebin",15,"Other Ill-defined Causes",81,1.5416825,10.413573,8.3819801,1.1301037
"Darebin",16,"Liver Cancer",77,1.4655501,9.8993226,8.2082778,1.1920071
"Darebin",17,"Suicide",75,1.4274838,9.6421973,9.3839375,0.7440929
"Darebin",18,"Cardiac Arrhythmias",73,1.3894176,9.3850721,6.0977724,0.8584784
"Darebin",19,"Coronavirus disease 2019 (COVID-19) (U07.1, U07.2, U08.9, U09.9)",71,1.3513514,9.1279468,6.5526664,5.273562
"Darebin",20,"Unknown / Ill-defined Cancer",69,1.3132851,8.8708216,7.1777831,0.7594944
"Darebin",NA,"Top 20 leading causes",3468,66.006852,NA,NA,NA
"Darebin",NA,"All causes",5254,100,675.46806,508.69998,0.9903343
"East Gippsland",1,"Coronary Heart Disease",274.73721,10.418612,116.10584,59.070847,1.0895839
"East Gippsland",2,"Dementia / Alzheimer's",194.81667,7.3878575,82.330873,38.127391,0.8966534
"East Gippsland",3,"Lung Cancer",190.75559,7.2338528,80.614631,40.398006,1.4733955
"East Gippsland",4,"Stroke / Cerebrovascular Disease",165.77872,6.2866772,70.059231,33.708898,1.1344913
"East Gippsland",5,"Chronic Obstructive Pulmonary Disease",147.76202,5.6034461,62.44525,30.2854,1.3682559
"East Gippsland",6,"Colorectal Cancer",102.68563,3.894055,43.395659,22.324803,1.3179206
"East Gippsland",7,"Prostate Cancer",74.801159,2.8366171,31.611487,14.657886,1.3782447
"East Gippsland",8,"Accidental Falls",70.924097,2.6895908,29.973014,14.782222,1.5257808
"East Gippsland",9,"Diabetes",66.959185,2.539233,28.297414,15.091579,0.9655957
"East Gippsland",10,"Heart Failure / Ill-defined Heart Disease",64.891385,2.4608176,27.423547,13.274406,1.3269741
"East Gippsland",11,"Pancreatic Cancer",58.870642,2.2324984,24.87914,11.887144,1.1654977
"East Gippsland",12,"Influenza / Pneumonia",53.933888,2.0452863,22.792834,11.590479,1.2782279
"East Gippsland",13,"Unknown / Ill-defined Cancer",47.908582,1.8167941,20.246498,9.8217915,1.0392618
"East Gippsland",14,"Suicide",47.849396,1.8145496,20.221485,23.237782,1.8426241
"East Gippsland",15,"Breast Cancer",44.946531,1.7044669,18.994715,10.593099,1.0366412
"East Gippsland",16,"Kidney Failure",43.933884,1.6660652,18.566763,8.6575377,1.2027077
"East Gippsland",17,"Hypertensive Disease",42.993085,1.6303881,18.169175,8.7047542,1.3179783
"East Gippsland",18,"Cardiac Arrhythmias",39.902857,1.5132002,16.863223,7.8215947,1.1011677
"East Gippsland",19,"Oesophageal cancer (C15)",36.928151,1.400393,15.606092,7.7964299,1.8110945
"East Gippsland",20,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",33.937936,1.2869978,14.342406,6.9984619,1.5962208
"East Gippsland",NA,"Top 20 leading causes",1805.3166,68.461399,NA,NA,NA
"East Gippsland",NA,"All causes",2636.9847,100,1114.408,585.17027,1.1392062
"Frankston",1,"Coronary Heart Disease",494,10.189769,69.916016,55.03013,1.0150514
"Frankston",2,"Dementia / Alzheimer's",435,8.9727723,61.565722,44.824827,1.0541591
"Frankston",3,"Lung Cancer",281,5.7962046,39.770041,32.790902,1.1959493
"Frankston",4,"Chronic Obstructive Pulmonary Disease",250,5.1567657,35.382599,28.332808,1.2800403
"Frankston",5,"Stroke / Cerebrovascular Disease",249,5.1361386,35.241069,27.227688,0.9163627
"Frankston",6,"Colorectal Cancer",158,3.2590759,22.361803,18.207571,1.0748643
"Frankston",7,"Accidental Falls",150,3.0940594,21.229559,16.022807,1.6538306
"Frankston",8,"Heart Failure / Ill-defined Heart Disease",143,2.94967,20.238847,15.348013,1.5342619
"Frankston",9,"Diabetes",139,2.8671617,19.672725,15.479527,0.9904175
"Frankston",10,"Unknown / Ill-defined Cancer",110,2.2689769,15.568344,12.373991,1.3093148
"Frankston",11,"Suicide",106,2.1864686,15.002222,14.870574,1.179152
"Frankston",12,"Prostate Cancer",98,2.0214521,13.869979,10.830629,1.0183772
"Frankston",13,"Influenza / Pneumonia",98,2.0214521,13.869979,10.315349,1.1376033
"Frankston",14,"Other Ill-defined Causes",98,2.0214521,13.869979,11.140056,1.5019623
"Frankston",15,"Pancreatic Cancer",97,2.0008251,13.728448,11.136263,1.0918762
"Frankston",16,"Breast Cancer",97,2.0008251,13.728448,11.536066,1.12892
"Frankston",17,"Kidney Failure",79,1.629538,11.180901,8.607424,1.1957458
"Frankston",18,"Liver disease (K70–K76)",72,1.4851485,10.190189,9.1815294,1.2706575
"Frankston",19,"Liver Cancer",69,1.4232673,9.7655974,8.0521723,1.1693374
"Frankston",20,"Accidental poisoning (X40–X49)",64,1.320132,9.0579454,9.202161,1.5923686
"Frankston",NA,"Top 20 leading causes",3287,67.801155,NA,NA,NA
"Frankston",NA,"All causes",4848,100,686.13936,551.08864,1.0728563
"Gannawarra",1,"Coronary Heart Disease",73.057175,10.865182,138.01887,63.093623,1.1637856
"Gannawarra",2,"Dementia / Alzheimer's",67.024755,9.9680305,126.62248,52.038932,1.2238154
"Gannawarra",3,"Chronic Obstructive Pulmonary Disease",40.029359,5.9532313,75.623054,32.678746,1.4763843
"Gannawarra",4,"Lung Cancer",40.017004,5.9513938,75.599713,38.32473,1.397779
"Gannawarra",5,"Diabetes",33.010814,4.9094218,62.36369,27.247784,1.7433791
"Gannawarra",6,"Stroke / Cerebrovascular Disease",23.012379,3.4224383,43.47475,18.3008,0.6159234
"Gannawarra",7,"Colorectal Cancer",23.009278,3.4219771,43.468891,21.492065,1.2687609
"Gannawarra",8,"Cardiac Arrhythmias",21.007718,3.124302,39.687566,16.24961,2.2877106
"Gannawarra",9,"Accidental Falls",17.021631,2.5314846,32.15709,NA,NA
"Gannawarra",10,"Pancreatic Cancer",16.009268,2.3809243,30.244544,NA,NA
"Gannawarra",11,"Unknown / Ill-defined Cancer",15.015451,2.2331223,28.367036,NA,NA
"Gannawarra",12,"Heart Failure / Ill-defined Heart Disease",13.012386,1.9352232,24.582867,NA,NA
"Gannawarra",13,"Prostate Cancer",13.007733,1.9345312,24.574077,NA,NA
"Gannawarra",14,"Oesophageal cancer (C15)",13.003077,1.9338387,24.565279,NA,NA
"Gannawarra",15,"Leukaemia (C91–C95)",12.001539,1.7848884,22.673185,NA,NA
"Gannawarra",16,"Breast Cancer",11.007721,1.6370861,20.795673,NA,NA
"Gannawarra",17,"Kidney Failure",11.00464,1.636628,20.789854,NA,NA
"Gannawarra",18,"Lymphomas (C81–C86, C96)",10.006177,1.488135,18.903568,NA,NA
"Gannawarra",19,"Hypertensive Disease",9.0092738,1.3398738,17.020228,NA,NA
"Gannawarra",20,"Suicide",9.0061774,1.3394133,17.014378,NA,NA
"Gannawarra",NA,"Top 20 leading causes",469.27356,69.791126,NA,NA,NA
"Gannawarra",NA,"All causes",672.39717,100,1270.2858,608.85018,1.1853061
"Glen Eira",1,"Coronary Heart Disease",569,12.044877,74.680639,49.894831,0.9203289
"Glen Eira",2,"Dementia / Alzheimer's",495,10.478408,64.968218,38.650796,0.9089625
"Glen Eira",3,"Stroke / Cerebrovascular Disease",301,6.3717189,39.505927,25.724168,0.8657609
"Glen Eira",4,"Lung Cancer",212,4.4877223,27.824772,22.134994,0.8073072
"Glen Eira",5,"Accidental Falls",166,3.5139712,21.787322,13.307527,1.3735667
"Glen Eira",6,"Colorectal Cancer",150,3.1752752,19.687339,15.146732,0.894171
"Glen Eira",7,"Diabetes",142,3.0059272,18.637347,12.437366,0.7957727
"Glen Eira",8,"Influenza / Pneumonia",138,2.9212532,18.112352,11.270439,1.242933
"Glen Eira",9,"Chronic Obstructive Pulmonary Disease",130,2.7519052,17.06236,11.826471,0.5343049
"Glen Eira",10,"Heart Failure / Ill-defined Heart Disease",127,2.6883997,16.668614,10.611568,1.0607839
"Glen Eira",11,"Pancreatic Cancer",96,2.0321761,12.599897,10.402147,1.0198984
"Glen Eira",12,"Kidney Failure",96,2.0321761,12.599897,7.7032024,1.0701311
"Glen Eira",13,"Breast Cancer",90,1.9051651,11.812403,9.0563082,0.8862508
"Glen Eira",14,"Prostate Cancer",83,1.7569856,10.893661,8.064567,0.7582913
"Glen Eira",15,"Suicide",79,1.6723116,10.368665,9.9034682,0.7852888
"Glen Eira",16,"Cardiac Arrhythmias",72,1.5241321,9.4499226,5.7937835,0.8156811
"Glen Eira",17,"Septicaemia (A40–A41)",71,1.5029636,9.3186737,5.9641711,1.3903624
"Glen Eira",18,"Unknown / Ill-defined Cancer",64,1.3547841,8.3999312,6.0191237,0.6368945
"Glen Eira",19,"Other Ill-defined Causes",61,1.2912786,8.0061844,6.0086896,0.8101239
"Glen Eira",20,"Parkinson disease (G20)",57,1.2066046,7.4811887,4.8702722,0.7840697
"Glen Eira",NA,"Top 20 leading causes",3199,67.718036,NA,NA,NA
"Glen Eira",NA,"All causes",4724,100,620.01992,433.24136,0.8434319
"Glenelg",1,"Coronary Heart Disease",116.03623,11.731143,116.33791,63.888486,1.1784471
"Glenelg",2,"Stroke / Cerebrovascular Disease",72.084451,7.287663,72.271862,40.013549,1.3466778
"Glenelg",3,"Chronic Obstructive Pulmonary Disease",69.007733,6.9766099,69.187144,39.037431,1.7636615
"Glenelg",4,"Dementia / Alzheimer's",55.925753,5.6540354,56.071153,29.047733,0.6831244
"Glenelg",5,"Lung Cancer",48.953902,4.9491885,49.081176,28.655368,1.0451181
"Glenelg",6,"Diabetes",47.986261,4.8513611,48.11102,26.904705,1.721428
"Glenelg",7,"Colorectal Cancer",38.010556,3.8428277,38.109379,22.080671,1.3035086
"Glenelg",8,"Hypertensive Disease",26.94369,2.723979,27.01374,13.807877,2.0906372
"Glenelg",9,"Cardiac Arrhythmias",25.991205,2.6276837,26.058778,13.817567,1.9453141
"Glenelg",10,"Prostate Cancer",24.997176,2.5271884,25.062165,12.901632,1.2131085
"Glenelg",11,"Heart Failure / Ill-defined Heart Disease",23.996835,2.4260551,24.059224,12.637631,1.263319
"Glenelg",12,"Accidental Falls",22.061239,2.2303683,22.118596,11.92793,1.2311685
"Glenelg",13,"Suicide",18.977826,1.9186385,19.027166,NA,NA
"Glenelg",14,"Other Ill-defined Causes",16.981345,1.7167963,17.025494,NA,NA
"Glenelg",15,"Pancreatic Cancer",16.05913,1.6235614,16.100882,NA,NA
"Glenelg",16,"Unknown / Ill-defined Cancer",15.000353,1.5165201,15.039352,NA,NA
"Glenelg",17,"Breast Cancer",14.983456,1.5148118,15.022411,NA,NA
"Glenelg",18,"Liver disease (K70–K76)",11.996481,1.2128317,12.02767,NA,NA
"Glenelg",19,"Influenza / Pneumonia",11.045759,1.1167147,11.074477,NA,NA
"Glenelg",20,"Oesophageal cancer (C15)",11.000348,1.1121238,11.028948,NA,NA
"Glenelg",NA,"Top 20 leading causes",688.03973,69.560101,NA,NA,NA
"Glenelg",NA,"All causes",989.12987,100,991.70148,579.78823,1.1287285
"Golden Plains",1,"Coronary Heart Disease",50,8.8809947,42.106681,49.304259,0.9094356
"Golden Plains",2,"Dementia / Alzheimer's",48,8.5257549,40.422414,58.034269,1.3648095
"Golden Plains",3,"Lung Cancer",34,6.0390764,28.632543,26.172524,0.9545639
"Golden Plains",4,"Stroke / Cerebrovascular Disease",29,5.1509769,24.421875,32.165345,1.0825422
"Golden Plains",5,"Prostate Cancer",23,4.0852575,19.369073,21.314073,2.0041095
"Golden Plains",6,"Land transport accidents (V01–V89)",18,3.1971581,15.158405,NA,NA
"Golden Plains",7,"Suicide",18,3.1971581,15.158405,NA,NA
"Golden Plains",8,"Colorectal Cancer",17,3.0195382,14.316272,NA,NA
"Golden Plains",9,"Breast Cancer",17,3.0195382,14.316272,NA,NA
"Golden Plains",10,"Chronic Obstructive Pulmonary Disease",17,3.0195382,14.316272,NA,NA
"Golden Plains",11,"Accidental Falls",16,2.8419183,13.474138,NA,NA
"Golden Plains",12,"Pancreatic Cancer",15,2.6642984,12.632004,NA,NA
"Golden Plains",13,"Brain cancer (C71)",12,2.1314387,10.105604,NA,NA
"Golden Plains",14,"Heart Failure / Ill-defined Heart Disease",11,1.9538188,9.2634699,NA,NA
"Golden Plains",15,"Liver Cancer",10,1.7761989,8.4213363,NA,NA
"Golden Plains",16,"Unknown / Ill-defined Cancer",10,1.7761989,8.4213363,NA,NA
"Golden Plains",17,"Diabetes",10,1.7761989,8.4213363,NA,NA
"Golden Plains",18,"Parkinson disease (G20)",10,1.7761989,8.4213363,NA,NA
"Golden Plains",19,"Stomach cancer (C16)",9,1.598579,7.5792027,NA,NA
"Golden Plains",20,"Septicaemia (A40–A41)",8,1.4209591,6.737069,NA,NA
"Golden Plains",NA,"Top 20 leading causes",382,67.850799,NA,NA,NA
"Golden Plains",NA,"All causes",563,100,474.12123,536.74996,1.0449418
"Greater Bendigo",1,"Coronary Heart Disease",487.37744,10.352856,82.694186,55.740927,1.0281623
"Greater Bendigo",2,"Dementia / Alzheimer's",361.79067,7.6851456,61.385658,38.052328,0.8948882
"Greater Bendigo",3,"Stroke / Cerebrovascular Disease",268.82896,5.710456,45.612682,29.925405,1.0071558
"Greater Bendigo",4,"Chronic Obstructive Pulmonary Disease",247.44117,5.2561372,41.983778,28.744549,1.2986422
"Greater Bendigo",5,"Lung Cancer",226.60872,4.8136151,38.4491,27.681115,1.0095852
"Greater Bendigo",6,"Colorectal Cancer",177.29056,3.7660004,30.081201,21.523143,1.2705955
"Greater Bendigo",7,"Accidental Falls",159.35645,3.3850445,27.038289,17.472292,1.8034425
"Greater Bendigo",8,"Heart Failure / Ill-defined Heart Disease",126.97702,2.6972417,21.544414,14.025458,1.4020529
"Greater Bendigo",9,"Diabetes",113.10281,2.4025262,19.190353,12.452903,0.7967669
"Greater Bendigo",10,"Unknown / Ill-defined Cancer",104.01764,2.2095394,17.648856,12.647987,1.3383068
"Greater Bendigo",11,"Prostate Cancer",91.143479,1.9360668,15.464474,10.238664,0.9627162
"Greater Bendigo",12,"Breast Cancer",91.053602,1.9341576,15.449225,12.243427,1.1981424
"Greater Bendigo",13,"Suicide",86.016501,1.8271597,14.594571,15.044015,1.1929049
"Greater Bendigo",14,"Hypertensive Disease",82.912548,1.7612256,14.067918,8.9216946,1.3508251
"Greater Bendigo",15,"Influenza / Pneumonia",79.126708,1.6808069,13.425568,8.3744142,0.923552
"Greater Bendigo",16,"Cardiac Arrhythmias",77.056158,1.6368244,13.074254,8.0297741,1.1304763
"Greater Bendigo",17,"Other Ill-defined Causes",74.118346,1.5744195,12.57579,9.1272138,1.2305801
"Greater Bendigo",18,"Kidney Failure",72.179391,1.5332323,12.246804,7.8837919,1.0952187
"Greater Bendigo",19,"Pancreatic Cancer",66.173361,1.4056524,11.22775,8.0988065,0.794063
"Greater Bendigo",20,"Parkinson disease (G20)",59.177059,1.2570372,10.040676,6.8119819,1.0966673
"Greater Bendigo",NA,"Top 20 leading causes",3051.7486,64.825144,NA,NA,NA
"Greater Bendigo",NA,"All causes",4707.6619,100,798.75726,560.94437,1.0920434
"Greater Dandenong",1,"Coronary Heart Disease",532,10.278207,64.9189,52.853701,0.9749064
"Greater Dandenong",2,"Dementia / Alzheimer's",507,9.7952087,61.8682,46.538855,1.0944684
"Greater Dandenong",3,"Stroke / Cerebrovascular Disease",299,5.7766615,36.486374,29.011802,0.976408
"Greater Dandenong",4,"Lung Cancer",259,5.003864,31.605254,27.306168,0.9959102
"Greater Dandenong",5,"Chronic Obstructive Pulmonary Disease",191,3.6901082,23.30735,19.230049,0.8687892
"Greater Dandenong",6,"Diabetes",189,3.6514683,23.063293,18.729031,1.1983287
"Greater Dandenong",7,"Accidental Falls",151,2.9173107,18.426229,14.079919,1.4532909
"Greater Dandenong",8,"Heart Failure / Ill-defined Heart Disease",148,2.8593509,18.060145,14.420416,1.4415348
"Greater Dandenong",9,"Colorectal Cancer",138,2.6661515,16.839865,14.480693,0.8548521
"Greater Dandenong",10,"Kidney Failure",133,2.5695518,16.229725,13.112151,1.8215438
"Greater Dandenong",11,"Influenza / Pneumonia",110,2.1251932,13.423081,10.292881,1.1351254
"Greater Dandenong",12,"Other Ill-defined Causes",93,1.7967543,11.348605,9.6600809,1.3024241
"Greater Dandenong",13,"Pancreatic Cancer",92,1.7774343,11.226577,9.5653775,0.9378557
"Greater Dandenong",14,"Liver Cancer",84,1.6228748,10.250353,9.0179466,1.3095873
"Greater Dandenong",15,"Liver disease (K70–K76)",83,1.6035549,10.128325,9.4434915,1.3069112
"Greater Dandenong",16,"Prostate Cancer",79,1.5262751,9.6402126,7.8606757,0.7391199
"Greater Dandenong",17,"Breast Cancer",74,1.4296754,9.0300726,8.0446256,0.7872475
"Greater Dandenong",18,"Accidental poisoning (X40–X49)",74,1.4296754,9.0300726,9.1762502,1.5878849
"Greater Dandenong",19,"Cardiac Arrhythmias",68,1.3137558,8.2979045,6.4534531,0.9085531
"Greater Dandenong",20,"Hypertensive Disease",67,1.2944359,8.1758765,6.3922371,0.9678424
"Greater Dandenong",NA,"Top 20 leading causes",3371,65.127512,NA,NA,NA
"Greater Dandenong",NA,"All causes",5176,100,631.61697,521.13272,1.0145383
"Greater Geelong",1,"Coronary Heart Disease",1155.8761,11.470463,89.184158,57.756275,1.0653362
